Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
Volkswagen,e-tron,308.0,82558.18594269964,73.45092971349823,80.44611548898591,3.3357714158360707,156.60944070919982,5.0,2021-10-02 00:00:00,2021-10-02 00:00:00,108.0
Lucid,Ariya,238.0,60976.8253593963,68.0991267969815,250.7525374576048,5.149972910878632,123.99156121455924,4.0,2021-10-29 00:00:00,2021-10-29 00:00:00,143.0
Polestar,I-PACE,314.0,98483.70858406097,79.02354292030479,171.80202585635055,3.070532062364825,199.52750406385957,5.0,2022-08-05 00:00:00,2022-08-05 00:00:00,120.0
Kia,2,304.0,110502.46322108449,83.68731610542237,106.67816814181958,4.983718268158304,195.51675361500597,5.0,2017-06-30 00:00:00,2017-06-30 00:00:00,88.0
Volkswagen,XC40 Recharge,373.0,67139.55002784001,72.40275013920004,254.5162240218033,5.786391173903398,124.7201177283606,5.0,2023-01-13 00:00:00,2023-01-13 00:00:00,108.0
Chevrolet,Mach-E,278.0,77292.64619756868,76.73323098784343,150.38357929912613,3.573113951008418,120.9505738514528,5.0,2020-08-22 00:00:00,2020-08-22 00:00:00,23.0
Polestar,EQS,369.0,114269.89917294812,74.99949586474068,106.21591465094102,3.516821730260702,162.30920407609804,5.0,2023-01-01 00:00:00,2021-06-14 00:00:00,107.0
Nissan,Niro,371.0,50028.05388528424,51.40526942642123,126.52312163748822,6.734219508122041,137.2286019026859,5.0,2015-08-18 00:00:00,2018-07-15 00:00:00,111.0
Volvo,Mach-E,266.0,4733.533595917469,94.40766797958734,198.920074407366,5.638823429754325,129.93673299963834,5.0,2020-10-22 00:00:00,2020-10-22 00:00:00,150.0
Mercedes-Benz,EQE,317.0,84079.92369065258,90.5346184532629,130.5360979531604,3.9801589753108737,152.5482537020895,5.0,2022-01-13 00:00:00,2022-01-13 00:00:00,91.0
Ford,Air,289.0,45773.750825388684,47.99375412694342,144.80390416093073,7.621549529724668,90.99878141311754,5.0,2022-02-24 00:00:00,2022-02-24 00:00:00,107.0
Mercedes-Benz,Mach-E,287.0,40968.43534027804,106.6021767013902,150.38357929912613,6.421324512997035,133.96988493363173,5.0,2020-03-18 00:00:00,2020-03-18 00:00:00,111.0
Audi,Ioniq 5,312.0,48180.82759497548,81.16413797487739,141.57538512871648,4.840624607088452,97.59369252326672,5.0,2018-06-27 00:00:00,2018-06-27 00:00:00,104.0
Jaguar,EQS,260.0,26432.640684019672,83.19820342009835,136.25976251337727,6.300563498729248,88.6772640989613,5.0,2019-10-08 00:00:00,2019-10-08 00:00:00,145.0
Tesla,Air,220.0,84469.4951486388,67.47247574319404,70.16321371727386,2.112405933903704,129.93673299963834,4.0,2023-09-04 00:00:00,2023-09-04 00:00:00,272.0
Jaguar,EV6,273.0,86748.60185920708,76.86300929603534,134.06458716116498,3.788250573371611,135.96376756118937,4.0,2020-05-12 00:00:00,2020-05-12 00:00:00,154.0
Ford,EQE,359.0,62942.83333920364,83.19416669601819,105.06092289594926,4.632275274943707,145.75437339090422,5.0,2022-04-18 00:00:00,2022-04-18 00:00:00,146.0
Polestar,EQS,289.0,61473.44060663802,102.32220303319008,221.90564067833225,4.454398215986496,130.89523461943483,5.0,2023-01-03 00:00:00,2023-01-03 00:00:00,120.0
Volkswagen,XC40 Recharge,298.0,60423.5128643562,58.572564321781,163.45092711230654,4.211825924523284,102.79861802191373,5.0,2023-11-15 00:00:00,2023-11-15 00:00:00,136.0
Mercedes-Benz,e-tron,339.0,100719.83472275034,91.85417361375168,150.38357929912613,4.757044881066298,171.203135915029,5.0,2020-05-01 00:00:00,2020-05-01 00:00:00,82.0
Rivian,Kona,220.0,29530.624322344607,68.68812161172303,54.48664443095548,5.297847073063038,90.02891874928468,4.0,2021-11-22 00:00:00,2021-11-22 00:00:00,129.0
Hyundai,Mach-E,321.0,63045.88206838835,74.9947603971053,98.27499003189628,4.792666457311521,112.73572397354548,5.0,2019-01-29 00:00:00,2019-01-29 00:00:00,37.0
Audi,Niro,383.0,88899.04911237469,53.21524556187344,113.86966258890344,4.040860784298127,171.06337889999438,7.0,2018-03-14 00:00:00,2018-03-14 00:00:00,81.0
Volkswagen,i3,304.0,53477.23125795988,73.85615628979939,109.41038641419438,4.637484934414817,123.31256714485806,7.0,2015-09-15 00:00:00,2015-09-15 00:00:00,73.0
Ford,Model 3,203.0,27377.078552454463,43.93039276227231,165.62174753592896,4.983718268158304,90.79864885229291,7.0,2019-01-20 00:00:00,2019-01-20 00:00:00,80.0
Lucid,Model 3,296.0,60948.81792930809,65.11408964654044,135.6273409045023,5.6405522710891,102.35562221586584,4.0,2020-10-25 00:00:00,2020-10-25 00:00:00,105.0
Hyundai,Bolt,330.0,25906.663489523296,67.83331744761648,99.54557580424576,6.441077698678735,100.29996532813804,5.0,2020-10-26 00:00:00,2020-10-26 00:00:00,42.0
Polestar,EQE,305.0,69236.74000451766,81.53370002258833,292.25702493479605,4.983718268158304,139.3006554417952,5.0,2015-08-18 00:00:00,2020-03-11 00:00:00,39.0
Tesla,Mach-E,313.0,51545.46282323978,51.45731411619889,159.58737752646834,5.1658416076892815,78.96241140102092,5.0,2016-06-10 00:00:00,2016-06-10 00:00:00,111.0
Rivian,ID.Buzz,319.0,79589.46411341552,99.85232056707764,48.97718291421758,4.278465136581527,189.07228970149663,5.0,2020-06-08 00:00:00,2020-06-08 00:00:00,143.0
Mercedes-Benz,Silverado EV,253.0,46900.10418610412,102.4505209305206,186.3154559102716,6.097746303841832,141.9457967076745,5.0,2016-12-31 00:00:00,2016-12-31 00:00:00,76.0
Ford,Kona,259.0,65413.83979129461,77.31419895647304,270.12321931714547,4.105081305127992,133.33670543055524,5.0,2023-07-03 00:00:00,2023-07-03 00:00:00,112.0
Polestar,iX,281.0,58351.13265402807,55.18066327014036,186.37521067221576,5.140927571840371,147.9521629109051,4.0,2021-03-10 00:00:00,2021-06-14 00:00:00,102.0
Nissan,Niro,319.0,34021.4182055217,53.69709102760852,98.2981555317922,5.425528680744033,96.38563110777602,7.0,2021-04-22 00:00:00,2021-04-22 00:00:00,122.0
BMW,Silverado EV,240.0,35404.7618430729,76.4588092153645,127.64971800983032,4.459387927719474,98.56404910199792,5.0,2020-05-10 00:00:00,2020-05-10 00:00:00,36.0
Hyundai,Silverado EV,402.0,92412.1581336882,63.11579066844103,190.64025069545832,4.083729648732787,174.9289077375716,5.0,2016-02-01 00:00:00,2016-02-01 00:00:00,22.0
Ford,Ariya,178.0,70785.68243501408,94.15341217507044,103.00270181558088,4.502544483165868,133.13064686893205,5.0,2023-03-05 00:00:00,2023-03-05 00:00:00,122.0
Lucid,ID.4,214.0,15778.709565981197,69.90354782990597,142.29725622495536,6.839158369406709,129.93673299963834,5.0,2020-08-16 00:00:00,2020-08-16 00:00:00,86.0
Volkswagen,Air,327.0,55347.02327976693,81.78011639883464,104.8396533750367,5.351180311274498,99.15363982288795,5.0,2018-08-07 00:00:00,2018-08-07 00:00:00,103.0
Nissan,Q4 e-tron,323.0,68437.0644538664,74.9947603971053,150.38357929912613,5.560396180690896,110.92032509393331,5.0,2019-10-18 00:00:00,2019-10-18 00:00:00,115.0
Chevrolet,Leaf,296.0,68639.42977087953,66.91214885439764,190.44760086774363,3.291229849135592,138.37485547893857,7.0,2020-01-27 00:00:00,2020-01-27 00:00:00,21.0
Hyundai,Leaf,333.0,66515.81606288081,63.60408031440404,216.23639734788972,3.9587809622715855,109.59571236425508,5.0,2015-07-02 00:00:00,2015-07-02 00:00:00,28.0
Rivian,ID.Buzz,328.0,66933.21398760893,57.761069938044656,200.61796322091396,6.084794064929897,149.006276091145,5.0,2015-08-18 00:00:00,2018-06-16 00:00:00,94.0
Nissan,Air,300.0,51672.28811601426,69.34644058007132,220.96890047250923,4.312379577630291,133.26990928358282,5.0,2018-06-11 00:00:00,2018-06-11 00:00:00,113.0
Lucid,EV6,313.0,64985.160490782495,76.02580245391249,231.277273476678,5.045806313584289,129.93673299963834,4.0,2022-03-29 00:00:00,2022-03-29 00:00:00,135.0
Volkswagen,Silverado EV,142.0,60155.71905124431,78.43716391654227,150.38357929912613,4.983718268158304,88.27373010061582,5.0,2021-08-05 00:00:00,2021-08-05 00:00:00,118.0
Polestar,Air,293.0,52052.75668295044,75.47378341475218,111.05043393694304,5.948546174526881,138.18262050010776,7.0,2023-08-22 00:00:00,2023-08-22 00:00:00,105.0
Jaguar,Silverado EV,297.0,17415.046861968498,72.0502343098425,104.282065025747,5.514391897206444,68.08118177176254,5.0,2018-11-27 00:00:00,2018-11-27 00:00:00,109.0
Polestar,iX,395.0,42731.636217142855,46.85818108571428,158.2147454692426,5.220060384460152,114.57931241058614,4.0,2015-05-29 00:00:00,2015-05-29 00:00:00,85.0
Lucid,Niro,258.0,41688.43144899158,74.9947603971053,118.33825932568928,4.564832771977911,94.77200992896272,5.0,2015-09-08 00:00:00,2015-09-08 00:00:00,72.0
Rivian,Q4 e-tron,298.0,60155.71905124431,51.9892985784608,130.8941885553174,5.00414503281857,88.71053560878862,5.0,2018-06-26 00:00:00,2018-06-26 00:00:00,124.0
Volvo,R1T,371.0,83195.67024641897,82.57835123209489,203.5677815059312,5.386142425545153,155.32443223009753,5.0,2016-03-20 00:00:00,2016-03-20 00:00:00,55.0
Jaguar,EV6,328.0,35057.55765833103,93.53278829165517,177.5960638305785,5.435119114307527,72.15414527410621,5.0,2020-08-27 00:00:00,2020-08-27 00:00:00,91.0
Rivian,Silverado EV,301.0,50914.54820208723,92.95774101043614,125.18185264421294,4.125570301378862,117.13053175147373,5.0,2015-08-19 00:00:00,2015-08-19 00:00:00,70.0
BMW,Air,348.0,60155.71905124431,86.99025406652575,189.45141200470167,5.339105591764031,160.7276538465728,5.0,2020-07-01 00:00:00,2020-07-01 00:00:00,39.0
Rivian,EV6,260.0,29726.564140443163,76.11782070221581,164.4486980712389,4.858694865585182,129.93673299963834,5.0,2022-10-06 00:00:00,2022-10-06 00:00:00,121.0
Nissan,Mach-E,386.0,60155.71905124431,61.45167755122138,164.6269265059404,4.614140366119888,143.41143590205877,5.0,2022-11-17 00:00:00,2022-11-17 00:00:00,158.0
BMW,I-PACE,332.0,62577.861458917,54.029307294585024,183.43987969806255,4.606772421668267,147.66261746962243,5.0,2017-11-20 00:00:00,2017-11-20 00:00:00,34.0
Tesla,Q4 e-tron,218.0,65691.33220782816,75.5416610391408,27.33764385884099,5.9748775611776,97.430056282125,5.0,2017-02-13 00:00:00,2017-02-13 00:00:00,120.0
Nissan,XC40 Recharge,269.0,35971.75794955174,64.80878974775871,105.30838631114064,6.934627769640817,127.94995900360335,7.0,2020-09-19 00:00:00,2020-09-19 00:00:00,105.0
Polestar,EQS,192.0,32462.146207482325,67.31073103741163,150.38357929912613,5.619070878622228,70.27691277562873,5.0,2015-12-29 00:00:00,2015-12-29 00:00:00,17.0
Kia,Bolt,339.0,63121.70866110461,85.37354330552304,151.6284125135545,2.0892547398425574,138.39452393028233,5.0,2022-10-18 00:00:00,2022-10-18 00:00:00,131.0
Volkswagen,Silverado EV,328.0,78492.87191481168,74.9947603971053,188.40247221530316,4.346148485869294,146.08718184626483,5.0,2015-01-07 00:00:00,2015-01-07 00:00:00,65.0
Nissan,ID.Buzz,276.0,70978.93688707812,63.72968443539058,124.17320813032252,4.28726476643152,134.67042258712976,5.0,2019-04-25 00:00:00,2019-04-25 00:00:00,75.0
Lucid,ID.4,360.0,82903.96993238783,119.79984966193916,103.25250749702954,4.423819596295576,162.8821303671396,5.0,2023-01-11 00:00:00,2023-01-11 00:00:00,127.0
Volvo,EV6,295.0,54115.22138008945,69.95110690044727,41.5624470255314,4.983718268158304,109.66265619438984,5.0,2022-08-17 00:00:00,2022-08-17 00:00:00,134.0
Volkswagen,R1T,431.0,60050.724361758905,86.70362180879454,168.49977758926553,4.45656201973668,129.93673299963834,5.0,2023-01-11 00:00:00,2023-01-11 00:00:00,92.0
Jaguar,e-tron,240.0,77102.96217043705,85.40981085218523,91.0892746662566,4.541535141080214,129.93673299963834,5.0,2015-08-18 00:00:00,2019-05-13 00:00:00,91.0
Audi,R1T,332.0,54871.93218370743,68.74466091853715,165.20442810206694,5.419056255584113,108.68565391006766,7.0,2019-10-12 00:00:00,2019-10-12 00:00:00,84.0
Hyundai,Mach-E,280.0,25112.888806232226,64.64444403116113,105.66805924832944,4.983718268158304,91.00734263399312,2.0,2019-01-24 00:00:00,2019-01-24 00:00:00,30.0
Audi,Model 3,266.0,32484.56076599685,50.51280382998425,177.72810493582404,5.893762681937055,79.25529936170528,4.0,2022-01-04 00:00:00,2022-01-04 00:00:00,91.0
Ford,Leaf,291.0,45761.36788429855,78.67183942149273,168.31197557623528,4.441046273622926,111.61927607380298,5.0,2020-05-29 00:00:00,2020-05-29 00:00:00,89.0
Hyundai,Air,318.0,55056.6476876082,74.9947603971053,61.01097965046104,6.139252118279624,102.7299087312934,4.0,2021-11-01 00:00:00,2021-11-01 00:00:00,35.0
Rivian,EQS,302.0,55105.34357695295,56.81671788476476,193.66052397289056,5.304935473939399,137.9740006083447,4.0,2019-02-05 00:00:00,2019-02-05 00:00:00,91.0
Polestar,EV6,333.0,39741.43993601814,94.02719968009067,164.88142928438975,3.546704400690331,129.93673299963834,5.0,2015-01-09 00:00:00,2015-01-09 00:00:00,78.0
Mercedes-Benz,2,330.0,55181.24440622953,84.37122203114767,204.16291734128308,4.037142197783295,100.70818672740442,5.0,2018-04-26 00:00:00,2018-04-26 00:00:00,91.0
Hyundai,I-PACE,372.0,60110.29564883813,75.30147824419065,80.62724097972637,4.862510048455591,99.09168322353572,5.0,2015-10-04 00:00:00,2015-10-04 00:00:00,17.0
Lucid,Kona,239.0,48756.15062407732,69.46575312038658,150.38357929912613,5.603321691344589,118.55768201435328,4.0,2020-06-13 00:00:00,2020-06-13 00:00:00,99.0
Lucid,EQS,222.0,35993.735357351965,71.78867678675984,130.5872173314679,6.287737343137915,108.73560752836332,4.0,2017-10-10 00:00:00,2017-10-10 00:00:00,88.0
Chevrolet,Ioniq 5,296.0,105500.98904729963,57.27494523649827,142.15073387370938,5.781688220418567,159.1196628150543,5.0,2016-08-17 00:00:00,2016-08-17 00:00:00,16.0
Hyundai,R1T,260.0,47061.21088363815,65.91605441819073,136.4849095472966,5.161569531105785,122.21207895665212,7.0,2019-06-19 00:00:00,2019-06-19 00:00:00,26.0
Tesla,I-PACE,343.0,54563.85851959662,85.84929259798311,52.460664397945806,5.16115373875019,148.6005656382556,5.0,2021-01-17 00:00:00,2021-06-14 00:00:00,215.0
Audi,EQS,246.0,32155.356611839172,72.57678305919588,163.26169058672255,4.33105862326408,126.55484005704594,5.0,2018-03-25 00:00:00,2018-03-25 00:00:00,87.0
Jaguar,i3,272.0,78876.51807006271,107.12259035031352,135.74884338991745,4.82100961552338,184.0331102269284,5.0,2023-09-25 00:00:00,2021-06-14 00:00:00,169.0
Polestar,Ariya,283.0,19396.994125421712,65.98997062710856,130.95998909824482,6.166442473294584,66.20086205011592,5.0,2015-01-21 00:00:00,2015-01-21 00:00:00,24.0
Volkswagen,ID.Buzz,299.0,32965.22122940962,73.71110614704808,150.84303202008147,6.429389784715688,100.10104775373873,4.0,2021-10-22 00:00:00,2021-10-22 00:00:00,132.0
Ford,EQS,405.0,71271.44240797176,82.21221203985876,162.15643929064314,5.651678746311933,129.0135424995585,5.0,2018-02-28 00:00:00,2021-06-14 00:00:00,80.0
Hyundai,Ioniq 5,242.0,65369.80531589632,84.32902657948156,143.99775009582532,5.175020708627909,114.18832411126678,5.0,2022-09-09 00:00:00,2022-09-09 00:00:00,34.0
Ford,Model Y,190.0,46465.67304295011,71.21836521475056,101.47740593443612,5.630295208458009,129.93673299963834,5.0,2019-11-07 00:00:00,2019-11-07 00:00:00,83.0
Jaguar,Model 3,271.0,95572.53591174116,64.43767955870577,80.759924142509,4.486850946118548,128.21567851739633,4.0,2015-08-18 00:00:00,2022-08-04 00:00:00,131.0
Ford,Q4 e-tron,298.0,60155.71905124431,70.56872321411375,194.0895456917941,4.983718268158304,155.66597174531609,5.0,2018-11-19 00:00:00,2018-11-19 00:00:00,100.0
Rivian,R1T,297.0,54932.99887599728,81.47999437998644,100.86689346240912,5.451916516608004,103.4427695821219,5.0,2019-11-25 00:00:00,2019-11-25 00:00:00,91.0
Jaguar,iX,295.0,57899.412436017206,71.04206218008603,87.6803845317458,4.573401364171966,98.33782821853892,4.0,2015-08-18 00:00:00,2022-04-23 00:00:00,164.0
Rivian,Leaf,340.0,72134.62585144184,111.4931292572092,151.06042780382683,3.5214656280043903,138.22632091340995,5.0,2017-03-13 00:00:00,2017-03-13 00:00:00,94.0
Hyundai,Silverado EV,279.0,54573.64992170245,74.9947603971053,173.91597309601372,4.324458447108734,126.46208051318264,5.0,2023-02-22 00:00:00,2023-02-22 00:00:00,28.0
Jaguar,2,299.0,58270.80105269225,78.72900526346127,213.3933497776329,5.206403925107471,145.69884044934045,5.0,2015-08-18 00:00:00,2021-12-25 00:00:00,177.0
Volvo,Kona,332.0,37200.77544203345,75.62387721016727,106.15481497869136,5.945581897731574,113.9585841319536,5.0,2023-06-07 00:00:00,2023-06-07 00:00:00,156.0
Hyundai,Mach-E,310.0,74137.42371267796,71.83211856338984,113.24640308636975,5.685016416910534,159.38013689548376,5.0,2023-11-06 00:00:00,2023-11-06 00:00:00,91.0
Polestar,Mach-E,333.0,85512.87604803618,88.15438024018088,160.33054654633645,6.766057966888291,129.93673299963834,5.0,2020-11-18 00:00:00,2020-11-18 00:00:00,33.0
Rivian,R1T,214.0,38933.81868549954,59.829093427497696,182.02722869913717,5.808501747945276,92.03224724373362,4.0,2020-08-12 00:00:00,2020-08-12 00:00:00,138.0
Volvo,Mach-E,305.0,66718.74054978945,110.51370274894724,120.71894576757298,3.866257089689269,171.90834586523198,4.0,2017-01-27 00:00:00,2017-01-27 00:00:00,82.0
Chevrolet,Niro,311.0,90168.12927583123,64.83064637915619,150.38357929912613,3.9138052440917472,161.4623506397419,5.0,2021-09-07 00:00:00,2021-09-07 00:00:00,21.0
Chevrolet,Kona,291.0,45462.715174404,82.14357587201997,119.9641727095074,6.4962718217034086,129.93673299963834,5.0,2020-01-23 00:00:00,2020-01-23 00:00:00,91.0
Jaguar,2,270.0,61743.85261725079,78.17426308625393,155.96908893549318,5.912274905032704,132.75110130393645,5.0,2022-09-09 00:00:00,2022-09-09 00:00:00,162.0
Lucid,EV6,323.0,64225.03836991291,74.70019184956456,84.40371462071847,5.236575322201243,119.85268608362148,7.0,2019-11-23 00:00:00,2019-11-23 00:00:00,109.0
Polestar,Model Y,306.0,96648.63395145073,94.81816975725354,170.96132945687697,3.200620027828677,166.9798672835205,5.0,2015-08-18 00:00:00,2021-12-24 00:00:00,36.0
Volvo,Ioniq 5,297.0,102689.1288881196,104.19064444059806,175.49779223094157,4.876386591447044,182.60537960953224,5.0,2022-06-03 00:00:00,2022-06-03 00:00:00,170.0
Chevrolet,Silverado EV,283.0,71884.45752016487,63.30228760082435,159.98108399459986,4.733943597274237,140.87112078759534,5.0,2017-07-23 00:00:00,2017-07-23 00:00:00,20.0
Volkswagen,Model Y,285.0,127070.08444835192,63.60042224175964,56.0892642372189,3.9147971946640494,208.1957632987265,2.0,2017-08-22 00:00:00,2017-08-22 00:00:00,65.0
Lucid,iX,261.0,58298.52771578562,83.1326385789281,130.07438176992042,7.11586115779625,152.79203177876963,5.0,2023-01-17 00:00:00,2023-01-17 00:00:00,153.0
Volvo,Ariya,276.0,-31852.917298574943,74.2754135071253,167.9715879845722,6.521372202810426,31.58898893803853,2.0,2019-11-09 00:00:00,2019-11-09 00:00:00,131.0
Volkswagen,Air,253.0,43579.07392174678,74.9947603971053,110.31175257996104,3.541790964558514,106.36161253137102,7.0,2016-07-08 00:00:00,2016-07-08 00:00:00,77.0
Polestar,EV6,280.0,48129.928420223616,70.7546421011181,210.2551139384917,6.035848056223681,137.34279069365846,5.0,2021-02-20 00:00:00,2021-02-20 00:00:00,53.0
Polestar,Ioniq 5,318.0,91308.54981247528,67.51774906237645,263.7999023781459,3.241885593517983,179.82927048993875,5.0,2023-07-07 00:00:00,2021-06-14 00:00:00,41.0
Chevrolet,ID.4,340.0,56906.08956041073,58.200447802053645,106.04079579598526,3.4366404778437736,139.94313026636104,4.0,2018-04-15 00:00:00,2018-04-15 00:00:00,25.0
Chevrolet,EQE,297.0,87040.86737973869,79.08433689869341,181.37533508230968,5.209757151815808,163.36822223836754,5.0,2020-05-17 00:00:00,2020-05-17 00:00:00,22.0
Kia,Ioniq 5,296.0,75845.4088988556,75.78704449427802,142.26101260849197,4.983718268158304,148.45068849235275,5.0,2022-09-20 00:00:00,2022-09-20 00:00:00,124.0
Kia,ID.Buzz,307.0,65225.69027847786,68.2034513923893,172.29587950221568,4.246292105070268,125.66094317670505,5.0,2015-02-25 00:00:00,2015-02-25 00:00:00,63.0
Hyundai,EV6,349.0,67255.5795424163,46.44789771208144,150.38357929912613,5.20820981370191,152.6718145074299,5.0,2018-07-14 00:00:00,2018-07-14 00:00:00,24.0
Jaguar,Silverado EV,288.0,63488.347230363055,70.02173615181526,140.7307914341411,5.957488235051451,146.42560026616584,5.0,2023-10-16 00:00:00,2023-10-16 00:00:00,200.0
BMW,R1T,323.0,90932.4890004316,104.397445002158,126.93455374535328,6.0062296487494,180.8488101265598,5.0,2023-12-03 00:00:00,2021-06-14 00:00:00,44.0
Volvo,Model 3,318.0,55794.99540616726,69.99997703083632,175.7237498399258,5.740778082603338,129.93673299963834,4.0,2021-10-15 00:00:00,2021-10-15 00:00:00,91.0
BMW,ID.Buzz,268.0,48256.57376601902,70.47286883009511,74.37512028369349,4.334734741893016,102.4049037814174,5.0,2018-11-27 00:00:00,2018-11-27 00:00:00,31.0
Chevrolet,i3,335.0,70258.93862345204,67.7546931172602,114.96367219098066,3.229814541059115,163.6400198221089,4.0,2022-09-20 00:00:00,2022-09-20 00:00:00,91.0
Ford,iX,196.0,55358.05058695511,84.29025293477555,154.08617515049755,4.983718268158304,140.56133028058665,5.0,2015-01-31 00:00:00,2015-01-31 00:00:00,58.0
Chevrolet,Mach-E,353.0,64351.50690296741,91.10753451483706,120.06282045852824,4.323401816495489,148.67420730542125,5.0,2018-02-06 00:00:00,2018-02-06 00:00:00,17.0
Polestar,Model Y,240.0,95740.14868117165,74.9947603971053,211.45019736065208,3.272145459146249,184.9131402012888,5.0,2016-07-16 00:00:00,2016-07-16 00:00:00,34.0
Kia,e-tron,293.0,69071.03820486204,52.43019102431021,177.17574960734538,5.132127668287708,129.93673299963834,5.0,2021-11-18 00:00:00,2021-11-18 00:00:00,179.0
Hyundai,R1T,341.0,51901.61785969504,69.88808929847517,96.30189377662155,4.82958007645319,129.93673299963834,5.0,2017-02-03 00:00:00,2017-02-03 00:00:00,30.0
Polestar,Kona,278.0,68213.25461011134,67.12627305055668,137.22342236450314,4.78486470129306,119.90595777413928,5.0,2015-02-19 00:00:00,2015-02-19 00:00:00,22.0
Chevrolet,Bolt,311.0,41644.35336089382,71.8717668044691,189.2474677949992,5.187298933250325,85.90479187801529,5.0,2017-04-02 00:00:00,2017-04-02 00:00:00,17.0
Audi,F-150 Lightning,342.0,44862.85615889532,92.90928079447664,165.30956841372094,6.698450382722526,122.26269334713878,2.0,2023-10-08 00:00:00,2023-10-08 00:00:00,148.0
Lucid,ID.Buzz,392.0,82160.54821828788,59.64774109143937,143.73558391229628,5.47930109130451,183.62785189623924,4.0,2015-08-18 00:00:00,2019-09-30 00:00:00,113.0
Mercedes-Benz,e-tron,299.0,43989.98567339213,81.32992836696066,142.49614355814694,4.552591731992779,131.07304843105723,5.0,2023-06-09 00:00:00,2023-06-09 00:00:00,95.0
Polestar,Air,308.0,62910.59843134683,81.42799215673413,208.6191414411872,4.860769911514493,151.0319814831963,5.0,2018-10-18 00:00:00,2018-10-18 00:00:00,39.0
Ford,Silverado EV,302.0,40913.88419888509,82.55942099442544,83.38326462597787,5.775443244902353,126.15646659567228,5.0,2023-03-08 00:00:00,2023-03-08 00:00:00,134.0
Audi,Leaf,288.0,55089.70170778904,85.43350853894516,241.62333156982788,4.351972532043719,121.82027779728162,2.0,2022-04-12 00:00:00,2022-04-12 00:00:00,167.0
Hyundai,Niro,232.0,38891.69981561597,46.66849907807983,160.27350002945855,6.530428159516468,99.08410377702212,5.0,2019-06-01 00:00:00,2021-06-14 00:00:00,34.0
Volvo,i3,243.0,54222.37193843487,84.07185969217437,235.666570974978,3.881939827744186,99.41799926582316,5.0,2021-11-20 00:00:00,2021-11-20 00:00:00,107.0
Hyundai,Silverado EV,299.0,106015.5413656317,74.84770682815851,148.3629954416143,4.790172853131058,189.0363653354512,4.0,2022-03-17 00:00:00,2022-03-17 00:00:00,34.0
Volkswagen,Ariya,317.0,85271.42511721914,64.6521255860957,150.38357929912613,5.351253901700801,148.76779379992504,5.0,2022-07-24 00:00:00,2022-07-24 00:00:00,91.0
Nissan,I-PACE,363.0,69003.02936745115,99.80014683725572,118.37138218014051,5.292588117011077,162.5437604792437,5.0,2021-07-14 00:00:00,2021-07-14 00:00:00,130.0
Audi,Bolt,289.0,57450.60064197924,88.39300320989621,153.85892869553086,6.748057361402694,133.46294963663584,5.0,2021-12-23 00:00:00,2021-12-23 00:00:00,158.0
Volkswagen,Leaf,376.0,51060.160701579,62.84080350789501,190.76759110032145,3.839484423451118,125.87280508750408,5.0,2015-05-23 00:00:00,2015-05-23 00:00:00,73.0
Kia,XC40 Recharge,239.0,31720.82611497389,67.85413057486946,189.22324913709653,5.266252033689219,129.93673299963834,5.0,2022-08-21 00:00:00,2022-08-21 00:00:00,191.0
Tesla,Mach-E,310.0,61261.43064567671,91.19715322838354,106.7039253339492,3.344544116241831,128.48566952575683,5.0,2021-12-07 00:00:00,2021-12-07 00:00:00,211.0
Ford,Silverado EV,286.0,85163.01490284916,74.54007451424577,77.635668424363,4.827117308860672,154.92164131671427,7.0,2022-01-27 00:00:00,2022-01-27 00:00:00,140.0
Lucid,Kona,234.0,-13668.748872997709,55.54125563501147,108.04974623673816,4.983718268158304,8.392718514933577,2.0,2017-05-18 00:00:00,2017-05-18 00:00:00,91.0
Tesla,2,215.0,77201.7301000345,101.3586505001725,137.8868753826726,7.078186124281648,144.29251042701614,5.0,2017-04-09 00:00:00,2017-04-09 00:00:00,152.0
Jaguar,R1T,278.0,80014.33047736782,71.31665238683911,142.75479636187893,5.609915620156219,149.75175401264633,5.0,2018-09-26 00:00:00,2021-06-14 00:00:00,130.0
Rivian,Ariya,282.0,15621.068606461746,75.45534303230873,155.2908101435331,6.517133246196583,83.84644964647451,5.0,2015-08-18 00:00:00,2018-10-06 00:00:00,105.0
Mercedes-Benz,Model Y,255.0,57616.53391652628,81.88766958263139,186.15086670973523,6.262491443312704,110.75841718723616,4.0,2015-08-18 00:00:00,2015-11-15 00:00:00,67.0
Kia,Ariya,338.0,52564.35699844899,62.45678499224495,144.51050163579447,4.462702386983633,141.7231843181668,5.0,2022-01-25 00:00:00,2022-01-25 00:00:00,123.0
Kia,iX,279.0,58456.37362131332,74.9947603971053,50.417055673411255,5.514859164215586,125.35561430251347,5.0,2021-09-24 00:00:00,2021-09-24 00:00:00,120.0
Tesla,Kona,250.0,56502.599378059815,61.07799689029908,198.58803227214923,3.033266770909007,89.51776200410526,5.0,2021-08-19 00:00:00,2021-08-19 00:00:00,218.0
Audi,F-150 Lightning,288.0,65879.7593159078,78.60379657953898,208.0923561061859,4.1247123571060085,113.41206628982786,5.0,2022-09-05 00:00:00,2022-09-05 00:00:00,180.0
Nissan,Q4 e-tron,268.0,27805.451802911903,67.10225901455951,166.2024993269888,4.983718268158304,136.39960580138293,4.0,2023-10-24 00:00:00,2023-10-24 00:00:00,111.0
